Amount,Concentration std
lezen,0.0915926522498
notities,0.107057391227
venster_python,0.145249287256
unknown,0.0993146663491
notities_en_lezen,0.0893084265746
opzoeken,0.104379458749
scrollen,0.117747907364
veel_muisbewegingen,0.0967634707971
onderbroken_door_Peter,0.0342746586011
kijkt_vrij_aandachtig_naar_scherm,0.0604425120161
opzoeken_en_notities,0.0904181814754
